MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Id,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Mo Sold,SalePrice,Age,Remod Age,Garage Age,Total Area,OverallQual & GrLivArea,GarageArea & Cars,Age & RemodAge,FullBath & RmsAbvGrd
RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Wd Shng,None,3,Fa,BrkTil,Gd,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,P,None,MnPrv,None,WD ,1532,70,60.0,7200,7,6,0.0,0.0,0.0,776.0,776.0,851,651,0,1502,0.0,0.0,1,1,3,1,6,1,1.0,270.0,0,0,112,0,0,0,2,149000,80,11,80.0,9860.0,10514,270.0,880,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Stone,3,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,3,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,MnPrv,None,WD ,132,20,80.0,9920,5,5,110.0,354.0,290.0,412.0,1056.0,1063,0,0,1063,1.0,0.0,1,0,3,1,6,0,1.0,280.0,0,0,164,0,0,0,2,128000,57,57,57.0,12593.0,5315,280.0,3249,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,BuiltIn,RFn,3,TA,Y,None,None,None,WD ,1078,160,36.0,2448,7,5,106.0,0.0,0.0,764.0,764.0,764,862,0,1626,0.0,0.0,2,1,2,1,6,0,2.0,474.0,0,27,0,0,0,0,10,155000,8,7,8.0,5445.0,11382,948.0,56,12
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2511,160,0.0,2998,6,5,513.0,353.0,0.0,403.0,756.0,768,756,0,1524,0.0,0.0,2,1,2,1,4,0,2.0,440.0,0,32,0,0,0,0,6,166000,11,11,11.0,6263.0,9144,880.0,121,8
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,3,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,3,Y,SBrkr,4,Min2,3,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,912,50,65.0,7804,4,3,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,1.0,0.0,2,0,4,1,7,2,2.0,576.0,431,44,0,0,0,0,12,135000,83,61,30.0,11958.0,7924,1152.0,5063,14
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,3,TA,CBlock,Gd,TA,No,BLQ,LwQ,GasA,3,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,Fa,MnPrv,TenC,WD ,2351,60,80.0,16692,7,5,184.0,790.0,469.0,133.0,1392.0,1392,1392,0,2784,1.0,0.0,3,1,5,1,12,2,2.0,564.0,0,112,0,0,440,519,7,250000,33,33,33.0,22687.0,19488,1128.0,1089,36
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,5,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,None,None,0,None,Y,None,None,None,WD ,330,160,21.0,1476,4,7,0.0,176.0,0.0,370.0,546.0,546,546,0,1092,0.0,0.0,1,1,3,1,5,0,0.0,0.0,200,26,0,0,0,0,3,76000,41,41,41.0,3340.0,4368,0.0,1681,5
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,TA,CBlock,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,4,Typ,4,Attchd,Unf,3,TA,Y,None,None,None,WD ,2586,20,75.0,10170,6,6,522.0,0.0,0.0,216.0,216.0,1575,0,0,1575,0.0,0.0,1,1,2,1,5,1,2.0,400.0,0,0,0,0,0,0,6,155000,60,60,60.0,12883.0,9450,800.0,3600,5
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,3,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Fin,3,TA,Y,None,MnPrv,None,WD ,224,60,80.0,9364,6,7,143.0,371.0,0.0,292.0,663.0,663,689,0,1352,0.0,0.0,1,1,4,1,7,0,1.0,299.0,379,36,0,0,0,0,3,158000,42,42,42.0,12236.0,8112,299.0,1764,7
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,5,Y,SBrkr,4,Typ,0,Detchd,RFn,3,TA,Y,None,None,None,WD ,98,160,24.0,2544,7,5,0.0,368.0,42.0,190.0,600.0,600,600,0,1200,1.0,0.0,2,1,2,1,4,0,2.0,480.0,0,172,0,0,0,0,2,149500,7,6,7.0,4996.0,8400,960.0,42,8
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,3,Y,FuseA,3,Typ,0,Attchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2565,20,82.0,9888,5,6,0.0,486.0,0.0,450.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,5,0,1.0,240.0,0,0,160,0,0,0,3,121000,57,36,57.0,12160.0,4680,240.0,2052,5
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,3,Y,FuseF,3,Typ,0,Attchd,Fin,3,TA,Y,None,MnPrv,None,WD ,1934,20,68.0,7942,6,7,0.0,85.0,955.0,0.0,1040.0,1040,0,0,1040,0.0,1.0,1,0,3,1,6,0,1.0,293.0,0,0,0,0,0,0,6,136000,58,58,58.0,10315.0,6240,293.0,3364,6
RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,4,TA,PConc,Gd,TA,No,Rec,Unf,GasA,4,Y,SBrkr,3,Typ,3,Attchd,Fin,3,TA,Y,None,None,None,WD ,997,60,0.0,15038,6,5,0.0,138.0,0.0,778.0,916.0,916,720,0,1636,0.0,0.0,2,1,3,1,7,1,2.0,386.0,168,84,0,0,0,0,11,173000,15,15,15.0,18228.0,9816,772.0,225,14
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,64,60,92.0,11764,8,7,348.0,524.0,0.0,628.0,1152.0,1164,1106,0,2270,0.0,0.0,2,1,4,1,9,1,3.0,671.0,132,57,0,0,0,0,4,290000,12,4,12.0,16394.0,18160,2013.0,48,18
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,5,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,BuiltIn,Fin,3,TA,Y,None,None,None,New,1799,60,75.0,9000,8,5,0.0,64.0,0.0,1120.0,1184.0,1184,1426,0,2610,0.0,0.0,2,1,4,1,11,1,2.0,550.0,208,364,0,0,0,0,8,303477,4,4,4.0,13916.0,20880,1100.0,16,22
RL,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,4,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,4,Y,SBrkr,3,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,230,20,0.0,20062,7,7,0.0,1092.0,0.0,328.0,1420.0,1483,0,0,1483,1.0,0.0,1,1,1,1,4,2,2.0,690.0,496,0,0,0,0,0,4,270000,34,10,34.0,24151.0,10381,1380.0,340,4
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,4,Fa,BrkTil,TA,TA,No,Rec,Unf,GasA,4,N,FuseA,5,Typ,4,Detchd,Unf,2,Fa,N,None,None,None,WD ,1295,50,81.0,7308,5,5,0.0,360.0,0.0,576.0,936.0,960,780,0,1740,0.0,0.0,1,0,2,1,6,1,1.0,225.0,0,0,236,0,0,0,6,122250,91,61,91.0,10445.0,8700,225.0,5551,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,4,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,4,Y,FuseA,4,Typ,0,Attchd,Unf,3,TA,Y,None,GdWo,None,WD ,638,20,70.0,8750,5,5,0.0,172.0,483.0,727.0,1382.0,1382,0,0,1382,0.0,1.0,1,0,3,1,6,0,1.0,350.0,280,0,0,0,0,0,7,153000,56,56,56.0,12144.0,6910,350.0,3136,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,None,None,0,None,Y,None,None,None,New,2278,20,70.0,8402,5,5,0.0,206.0,0.0,914.0,1120.0,1120,0,0,1120,0.0,0.0,1,0,3,1,6,0,0.0,0.0,0,30,0,0,0,0,12,147000,4,4,4.0,10672.0,5600,0.0,16,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,TA,BrkTil,Gd,TA,No,GLQ,Unf,GasA,3,Y,SBrkr,3,Typ,4,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2202,70,63.0,4000,7,8,0.0,246.0,0.0,285.0,531.0,567,531,0,1098,1.0,0.0,1,0,2,1,5,1,1.0,216.0,0,0,0,0,0,0,6,148500,81,16,81.0,5845.0,7686,216.0,1296,5
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Maj1,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2833,160,32.0,3363,7,5,117.0,0.0,0.0,976.0,976.0,976,732,0,1708,0.0,0.0,2,0,3,1,7,0,2.0,380.0,0,40,0,0,0,0,4,130000,7,7,7.0,6584.0,11956,760.0,49,14
RL,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,5,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,1707,20,94.0,13615,9,5,510.0,0.0,0.0,1802.0,1802.0,1802,0,0,1802,0.0,0.0,2,1,3,1,7,1,3.0,843.0,158,105,0,0,0,0,6,372000,5,5,5.0,18835.0,16218,2529.0,25,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,2428,120,43.0,3013,7,5,145.0,16.0,0.0,1346.0,1362.0,1506,0,0,1506,0.0,0.0,2,0,2,1,6,1,2.0,440.0,142,20,0,0,0,0,4,213490,6,6,6.0,6628.0,10542,880.0,36,12
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,Con,242,20,44.0,17485,7,5,96.0,1346.0,0.0,162.0,1508.0,1508,0,0,1508,1.0,0.0,1,0,1,1,5,2,2.0,572.0,0,0,0,0,0,0,1,308030,2,1,2.0,21169.0,10556,1144.0,2,5
RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,5,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,Fin,3,TA,Y,None,None,None,WD ,1564,20,0.0,23730,7,5,668.0,700.0,0.0,1140.0,1840.0,2032,0,0,2032,1.0,0.0,3,0,3,1,7,0,3.0,786.0,0,46,192,0,0,0,9,300000,15,14,15.0,29294.0,14224,2358.0,210,21
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,5,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,5,Y,SBrkr,3,Typ,2,BuiltIn,Fin,3,TA,Y,None,None,None,WD ,2613,20,79.0,8910,6,6,0.0,655.0,0.0,0.0,655.0,1194,0,0,1194,0.0,1.0,1,0,3,1,6,1,2.0,539.0,0,0,192,0,0,0,7,159500,52,52,57.0,11490.0,7164,1078.0,2704,6
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Maj1,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,2832,160,24.0,2522,7,5,50.0,0.0,0.0,970.0,970.0,970,739,0,1709,0.0,0.0,2,0,3,1,7,0,2.0,380.0,0,40,0,0,0,0,4,137500,7,7,7.0,5671.0,11963,760.0,49,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,2459,20,73.0,8688,7,5,228.0,0.0,0.0,1616.0,1616.0,1616,0,0,1616,0.0,0.0,2,0,3,1,7,0,3.0,834.0,208,59,0,0,0,0,4,232000,6,6,6.0,13249.0,11312,2502.0,36,14
RM,Grvl,None,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,None,3,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,N,None,None,None,WD ,1360,30,0.0,6291,6,6,0.0,0.0,0.0,768.0,768.0,768,0,0,768,0.0,0.0,1,0,1,1,4,0,2.0,440.0,0,0,84,0,0,0,7,93850,81,61,81.0,8351.0,4608,880.0,4941,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,Stone,2,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,2,N,FuseF,2,Mod,4,Detchd,Unf,2,Fa,N,None,None,None,WD ,2723,30,0.0,17529,5,5,65.0,0.0,0.0,872.0,872.0,872,0,0,872,0.0,0.0,1,0,2,1,5,1,1.0,322.0,0,0,116,0,0,0,4,105000,87,61,87.0,19776.0,4360,322.0,5307,5
RM,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,2,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,2,N,SBrkr,2,Typ,0,Detchd,Unf,2,TA,Y,None,None,None,WD ,1350,30,60.0,6324,4,6,0.0,0.0,0.0,520.0,520.0,520,0,0,520,0.0,0.0,1,0,1,1,4,0,1.0,240.0,49,0,87,0,0,0,5,68500,84,61,91.0,7740.0,2080,240.0,5124,4
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,TA,CBlock,TA,TA,No,Rec,Unf,GasA,3,Y,FuseA,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,136,90,80.0,11600,5,5,361.0,443.0,0.0,662.0,1105.0,1105,1169,0,2274,0.0,0.0,2,0,5,2,12,0,2.0,480.0,0,0,0,0,0,0,1,154300,51,51,51.0,15820.0,11370,960.0,2601,24
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,5,Gd,BrkTil,TA,Po,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,None,None,0,None,N,None,None,None,WD ,2235,50,50.0,7288,5,7,0.0,0.0,0.0,936.0,936.0,936,665,0,1601,0.0,0.0,2,0,3,1,6,0,0.0,0.0,0,0,0,176,0,0,9,129850,86,8,86.0,9825.0,8005,0.0,688,12
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,5,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Detchd,Unf,2,Fa,Y,None,None,None,WD ,1993,70,35.0,4571,5,7,0.0,168.0,0.0,448.0,616.0,616,616,0,1232,0.0,0.0,1,0,3,1,6,0,2.0,480.0,280,0,143,0,0,0,6,114000,101,61,91.0,7322.0,6160,960.0,6161,6
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,New,367,20,63.0,17423,9,5,748.0,1904.0,0.0,312.0,2216.0,2234,0,0,2234,1.0,0.0,2,0,1,1,9,1,3.0,1166.0,0,60,0,0,0,0,7,501837,3,2,2.0,23847.0,20106,3498.0,6,18
RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,4,Y,SBrkr,3,Typ,4,Detchd,Unf,3,TA,Y,None,None,None,WD ,1309,50,100.0,12665,5,8,0.0,0.0,0.0,876.0,876.0,876,540,0,1416,0.0,0.0,1,1,4,1,7,1,3.0,720.0,418,0,194,0,0,0,6,153900,96,61,62.0,16289.0,7080,2160.0,5856,7
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,4,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,4,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,GdWo,None,WD ,402,20,60.0,9000,4,7,0.0,240.0,0.0,624.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,2.0,576.0,200,0,0,0,0,0,7,130000,40,5,25.0,11504.0,3456,1152.0,200,5
RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,1592,120,32.0,4500,6,5,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,1.0,0.0,2,0,2,1,4,0,2.0,392.0,0,122,0,0,0,0,4,160500,14,14,14.0,7589.0,7134,784.0,196,8
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,5,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,New,2409,120,48.0,6373,9,5,572.0,415.0,0.0,1251.0,1666.0,1666,0,0,1666,1.0,0.0,2,0,2,1,6,1,2.0,575.0,228,75,0,0,0,0,6,310090,5,5,5.0,11155.0,14994,1150.0,25,12
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,539,20,67.0,10083,7,5,0.0,833.0,0.0,343.0,1176.0,1200,0,0,1200,1.0,0.0,2,0,2,1,5,0,2.0,555.0,0,41,0,0,0,0,8,184900,8,8,8.0,13055.0,8400,1110.0,64,10
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,1940,20,70.0,13300,5,7,0.0,377.0,0.0,551.0,928.0,928,0,0,928,0.0,0.0,1,0,2,1,4,0,1.0,252.0,261,0,156,0,0,0,6,132000,55,11,55.0,15825.0,4640,252.0,605,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,TA,CBlock,Gd,TA,Mn,ALQ,Rec,GasA,3,Y,SBrkr,3,Typ,2,Attchd,RFn,3,TA,Y,None,None,Shed,WD ,588,20,80.0,9600,5,5,128.0,553.0,147.0,588.0,1288.0,1336,0,0,1336,0.0,1.0,2,0,3,1,6,1,2.0,502.0,312,11,0,0,0,0,8,163000,42,42,42.0,13177.0,6680,1004.0,1764,12
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,5,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Detchd,RFn,3,TA,Y,None,None,None,ConLD,96,160,30.0,3215,7,5,120.0,280.0,0.0,320.0,600.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,0,2.0,480.0,0,172,0,0,0,0,4,155000,7,7,7.0,5787.0,8400,960.0,49,8
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,4,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,4,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,1187,80,0.0,11104,6,6,0.0,828.0,0.0,599.0,1427.0,1427,0,0,1427,0.0,1.0,2,0,4,1,7,0,2.0,516.0,0,0,0,0,216,0,5,183000,42,42,42.0,14690.0,8562,1032.0,1764,14
RL,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,5,Y,SBrkr,4,Min2,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,2154,60,0.0,15295,7,5,254.0,762.0,0.0,98.0,860.0,1212,780,0,1992,1.0,0.0,2,1,3,1,7,2,2.0,608.0,225,32,0,0,0,0,6,211000,15,9,15.0,19266.0,13944,1216.0,135,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,550,60,70.0,9109,7,5,0.0,36.0,596.0,122.0,754.0,754,786,0,1540,1.0,0.0,2,1,3,1,6,0,2.0,495.0,140,32,0,0,0,0,10,184000,17,17,17.0,12070.0,10780,990.0,289,12
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,3,TA,Slab,None,None,None,None,None,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,GdPrv,None,WD ,811,90,64.0,7018,5,5,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,0.0,0.0,2,0,4,2,8,0,2.0,400.0,0,0,0,0,0,0,6,118858,32,32,32.0,8953.0,7675,800.0,1024,16
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,3,TA,PConc,TA,TA,Av,GLQ,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,124,80,0.0,14112,5,7,86.0,1014.0,0.0,138.0,1152.0,1152,0,0,1152,1.0,0.0,1,0,3,1,6,1,2.0,484.0,227,0,0,0,0,0,4,180500,47,47,47.0,17213.0,5760,968.0,2209,6
